,worked_during_school,computer_skills,volunteer,military,employment_holes,has_email_address,resume_quality,milvol,positive_col,avg_milwork,mltp_experspecskill
541,1,1,0,0,0,1,0,0,1,0.5,6
542,1,1,0,0,1,1,0,0,1,0.5,0
543,1,1,0,0,1,1,1,0,1,0.5,0
544,1,1,0,0,0,1,1,0,1,0.5,0
545,1,1,0,0,0,1,1,0,1,0.5,0
546,1,1,0,1,0,1,1,0,2,1.0,0
547,1,1,0,1,0,1,1,0,2,1.0,0
548,1,1,0,0,0,1,0,0,1,0.5,0
549,1,1,0,0,0,1,1,0,1,0.5,6
550,1,1,0,1,0,1,1,0,2,1.0,0
551,1,1,0,0,0,1,0,0,1,0.5,0
552,1,1,0,0,0,1,1,0,1,0.5,0
553,0,0,0,0,1,1,0,0,0,0.0,0
554,1,1,0,0,0,1,0,0,1,0.5,0
555,0,0,0,0,1,1,0,0,0,0.0,0
556,1,1,0,1,0,1,1,0,2,1.0,0
557,0,0,0,0,1,1,0,0,0,0.0,0
558,1,1,0,0,0,1,1,0,1,0.5,0
559,1,1,0,1,0,1,1,0,2,1.0,0
560,0,0,0,0,1,1,0,0,0,0.0,0
561,0,0,0,0,1,1,0,0,0,0.0,0
562,0,1,0,1,1,1,1,0,3,0.5,0
563,1,1,0,0,0,1,1,0,1,0.5,0
564,1,1,0,0,0,1,1,0,1,0.5,0
565,0,0,0,0,1,1,0,0,0,0.0,0
566,0,0,0,0,1,1,0,0,0,0.0,0
567,1,1,0,1,0,1,1,0,2,1.0,0
568,1,1,0,0,0,1,0,0,1,0.5,0
569,0,0,0,0,1,1,0,0,1,0.0,0
570,1,1,0,0,0,1,0,0,1,0.5,0
571,1,1,0,0,0,1,0,0,1,0.5,0
572,1,1,0,0,0,1,1,0,1,0.5,14
573,0,0,0,0,0,1,0,0,0,0.0,0
574,0,1,0,0,0,1,1,0,1,0.0,0
575,0,1,0,0,0,1,0,0,1,0.0,0
576,1,1,0,0,1,1,1,0,2,0.5,26
577,0,0,0,0,0,1,0,0,0,0.0,7
578,0,1,0,0,1,1,0,0,1,0.0,4
579,1,1,0,0,0,1,1,0,1,0.5,5
580,1,1,0,0,0,1,0,0,1,0.5,0
581,1,1,0,1,0,1,1,0,2,1.0,0
582,1,1,0,0,0,1,1,0,1,0.5,0
583,0,0,0,0,1,1,0,0,0,0.0,0
584,0,0,0,0,1,1,0,0,0,0.0,0
585,0,0,0,0,1,1,0,0,1,0.0,0
586,0,1,0,1,1,1,1,0,3,0.5,0
587,1,1,0,0,0,1,1,0,1,0.5,6
588,0,1,0,0,1,1,1,0,1,0.0,0
589,0,1,0,0,1,1,1,0,1,0.0,9
590,0,1,0,0,1,1,0,0,1,0.0,4
591,1,1,0,0,0,1,0,0,1,0.5,13
592,1,1,0,0,1,1,1,0,1,0.5,0
593,0,1,0,0,1,1,0,0,1,0.0,4
594,0,1,0,0,1,1,1,0,1,0.0,0
595,1,1,0,0,1,1,0,0,1,0.5,7
596,1,1,0,0,1,1,0,0,1,0.5,7
597,0,1,0,0,1,1,1,0,1,0.0,0
598,1,1,0,0,1,1,1,0,1,0.5,0
599,1,1,0,0,0,1,0,0,1,0.5,13
600,0,0,0,0,1,1,0,0,0,0.0,0
601,1,1,0,0,1,1,1,0,2,0.5,0
602,0,1,0,0,1,1,0,0,1,0.0,0
603,0,1,0,1,1,1,1,0,2,0.5,0
604,1,1,0,0,0,1,0,0,1,0.5,0
605,1,1,0,0,0,1,1,0,1,0.5,0
606,0,1,0,0,0,1,0,0,1,0.0,0
607,1,1,0,1,0,1,1,0,2,1.0,0
608,1,1,0,0,1,1,1,0,2,0.5,0
609,0,1,0,0,1,1,1,0,1,0.0,0
610,0,1,0,0,1,1,0,0,1,0.0,0
611,1,1,0,0,0,1,0,0,1,0.5,0
612,0,1,0,0,1,1,1,0,1,0.0,7
613,1,1,0,0,0,1,1,0,1,0.5,0
614,1,1,0,0,1,1,0,0,1,0.5,0
615,0,1,0,0,1,1,0,0,1,0.0,0
616,0,1,0,0,1,1,0,0,1,0.0,12
617,0,1,0,0,1,1,0,0,1,0.0,13
618,1,1,0,1,0,1,1,0,2,1.0,12
619,1,1,0,0,1,1,1,0,1,0.5,11
620,1,1,0,0,1,1,1,0,2,0.5,0
621,0,1,0,0,1,1,0,0,1,0.0,0
622,1,1,0,0,0,1,1,0,1,0.5,6
623,1,1,0,0,1,1,0,0,1,0.5,0
624,1,1,1,0,1,1,0,0,2,0.5,0
625,0,1,0,0,1,1,0,0,1,0.0,0
626,1,1,1,0,0,1,1,0,2,0.5,0
627,1,1,1,0,0,1,1,0,2,0.5,0
628,1,1,0,0,1,1,1,0,2,0.5,0
629,0,1,0,0,1,1,0,0,1,0.0,0
630,1,1,1,1,0,1,1,1,3,1.0,0
631,1,1,0,0,1,1,0,0,1,0.5,7
632,0,1,1,0,1,1,1,0,2,0.0,0
633,1,1,0,0,0,1,0,0,1,0.5,0
634,1,1,0,0,0,1,1,0,1,0.5,0
635,0,1,0,0,1,1,0,0,1,0.0,0
636,1,1,0,0,0,1,0,0,1,0.5,0
637,0,1,0,1,1,1,1,0,2,0.5,4
638,1,1,0,0,1,1,1,0,2,0.5,0
639,0,1,0,0,1,1,0,0,1,0.0,0
640,1,1,1,0,1,1,1,0,2,0.5,6
641,1,0,0,0,1,1,0,0,0,0.5,6
642,0,0,0,0,1,1,0,0,0,0.0,5
643,0,1,1,0,0,1,1,0,2,0.0,7
644,1,1,0,0,0,1,0,0,1,0.5,0
645,1,1,0,0,0,1,1,0,1,0.5,5
646,1,1,1,0,0,1,1,0,2,0.5,4
647,0,1,0,0,0,1,0,0,1,0.0,0
648,0,0,0,0,1,1,0,0,1,0.0,5
649,1,1,1,0,0,1,1,0,2,0.5,0
650,1,1,0,0,0,1,0,0,1,0.5,0
651,0,0,0,0,1,1,0,0,0,0.0,0
652,1,1,0,0,0,1,0,0,1,0.5,0
653,1,1,1,0,0,1,1,0,2,0.5,0
654,1,1,0,0,0,1,0,0,1,0.5,0
655,1,1,1,0,0,1,1,0,2,0.5,0
656,1,1,0,0,0,0,0,0,1,0.5,0
657,1,1,1,0,0,1,1,0,2,0.5,0
658,1,1,1,0,0,1,1,0,2,0.5,0
659,1,1,1,0,0,0,0,0,2,0.5,0
660,1,1,1,0,0,0,0,0,2,0.5,0
661,1,1,1,0,0,1,1,0,2,0.5,0
663,1,1,1,0,1,1,1,0,2,0.5,0
664,0,1,1,0,1,1,1,0,2,0.0,3
665,1,1,1,0,0,0,0,0,2,0.5,0
666,1,1,1,0,1,0,0,0,2,0.5,0
667,0,1,1,0,1,1,1,0,2,0.0,0
668,1,1,1,1,0,1,1,1,3,1.0,0
669,0,1,1,0,1,1,0,0,2,0.0,0
670,1,1,1,1,0,1,1,1,3,1.0,0
671,0,1,1,0,1,1,0,0,3,0.0,0
672,0,1,1,0,1,1,0,0,2,0.0,0
673,1,1,1,0,0,1,1,0,2,0.5,0
674,0,1,1,0,1,1,1,0,2,0.0,0
675,1,1,1,1,0,1,1,1,3,1.0,0
676,1,1,1,0,1,1,0,0,2,0.5,0
677,0,1,1,0,1,1,0,0,2,0.0,0
678,0,1,1,0,1,1,0,0,2,0.0,4
679,0,1,1,0,1,1,1,0,2,0.0,12
680,0,1,1,0,1,1,1,0,2,0.0,21
681,1,1,1,0,0,1,0,0,2,0.5,0
682,1,1,1,0,0,1,1,0,2,0.5,0
683,1,1,1,0,0,1,1,0,2,0.5,0
684,1,1,1,0,0,1,0,0,2,0.5,0
685,1,1,1,0,1,1,0,0,2,0.5,0
686,1,1,1,0,0,1,0,0,2,0.5,0
687,0,1,1,0,1,1,0,0,2,0.0,3
688,1,1,1,1,1,1,1,1,3,1.0,6
689,0,1,1,0,0,1,1,0,2,0.0,8
690,0,1,1,0,0,1,0,0,2,0.0,0
691,0,1,1,0,1,1,0,0,2,0.0,0
692,0,1,1,0,1,1,1,0,2,0.0,0
693,1,1,1,0,1,1,1,0,3,0.5,0
694,1,1,1,0,0,1,0,0,2,0.5,0
695,0,0,1,0,1,1,0,0,1,0.0,0
696,1,1,1,1,0,1,1,1,3,1.0,0
697,1,1,1,1,0,1,1,1,3,1.0,0
698,1,1,1,0,0,1,1,0,2,0.5,0
699,1,1,1,1,0,1,1,1,3,1.0,0
700,1,1,1,0,0,1,1,0,2,0.5,6
701,1,1,1,0,0,1,0,0,2,0.5,0
702,0,1,1,0,1,1,1,0,2,0.0,0
703,0,0,1,0,1,1,0,0,2,0.0,0
704,0,1,1,1,1,1,1,1,4,0.5,0
705,1,1,1,0,0,1,0,0,2,0.5,0
706,1,1,1,1,0,1,1,1,3,1.0,0
707,1,0,1,0,0,1,0,0,1,0.5,0
708,0,0,1,0,1,1,0,0,1,0.0,0
709,0,0,1,0,1,1,0,0,1,0.0,0
710,1,1,1,0,0,1,0,0,2,0.5,0
711,1,1,1,0,0,1,1,0,2,0.5,0
712,1,1,1,0,0,1,1,0,2,0.5,0
713,0,0,1,0,1,1,0,0,1,0.0,0
714,1,1,1,0,0,1,1,0,2,0.5,0
715,1,1,1,1,0,1,1,1,3,1.0,0
716,1,1,1,0,0,1,0,0,2,0.5,0
717,0,0,1,0,0,1,1,0,1,0.0,0
718,1,1,1,0,0,1,1,0,2,0.5,0
719,0,0,1,0,1,1,0,0,1,0.0,0
720,1,1,1,0,0,1,0,0,2,0.5,0
721,1,1,1,0,0,1,0,0,2,0.5,0
722,0,0,1,0,1,1,0,0,1,0.0,0
723,1,1,1,1,0,1,1,1,3,1.0,0
724,1,1,1,0,0,1,1,0,2,0.5,0
725,0,0,1,0,1,1,0,0,1,0.0,0
726,0,1,1,0,1,1,1,0,2,0.0,0
727,1,1,1,0,1,1,1,0,2,0.5,0
728,1,1,1,0,1,1,0,0,2,0.5,7
729,0,1,1,0,1,1,0,0,2,0.0,13
730,0,1,1,0,1,1,1,0,3,0.0,26
731,0,1,1,0,1,1,1,0,3,0.0,8
732,0,1,1,0,1,1,0,0,2,0.0,13
733,0,1,1,0,1,1,0,0,2,0.0,11
734,0,0,1,0,1,1,0,0,1,0.0,2
735,0,1,1,0,1,1,0,0,2,0.0,13
736,1,1,1,0,1,1,1,0,2,0.5,4
737,0,0,1,0,0,1,1,0,1,0.0,0
738,0,1,1,0,0,1,1,0,2,0.0,0
739,0,1,1,1,0,1,1,1,4,0.5,0
740,0,0,1,0,0,1,0,0,1,0.0,0
741,0,0,1,0,0,1,0,0,1,0.0,0
743,1,1,1,0,0,1,0,0,2,0.5,0
744,1,1,1,1,0,1,1,1,3,1.0,0
745,1,1,1,0,1,1,1,0,2,0.5,4
746,0,1,1,0,1,1,0,0,2,0.0,4
747,1,1,1,0,0,1,0,0,2,0.5,0
748,0,1,1,0,1,1,0,0,2,0.0,0
749,0,1,1,0,1,1,1,0,2,0.0,21
750,1,1,1,0,1,1,0,0,2,0.5,0
751,1,1,1,0,0,1,1,0,2,0.5,0
752,0,1,1,0,1,1,0,0,2,0.0,0
753,1,1,1,0,0,1,1,0,2,0.5,0
754,1,1,1,0,0,1,0,0,2,0.5,0
755,1,1,1,0,1,1,1,0,2,0.5,0
756,1,1,1,0,1,1,1,0,3,0.5,0
757,1,1,1,1,0,1,1,1,3,1.0,0
758,0,1,1,0,0,1,0,0,2,0.0,0
759,0,1,1,0,1,1,0,0,2,0.0,0
760,1,1,1,0,0,1,0,0,2,0.5,0
761,1,1,1,0,0,1,1,0,2,0.5,0
762,0,1,1,0,1,1,1,0,2,0.0,13
763,0,1,1,0,1,1,0,0,2,0.0,0
764,1,1,1,0,0,1,0,0,2,0.5,0
765,0,1,1,1,1,1,1,1,3,0.5,11
766,0,1,1,0,1,1,0,0,3,0.0,0
767,0,1,1,0,1,1,1,0,2,0.0,0
768,0,1,1,0,1,1,0,0,2,0.0,0
769,0,1,1,0,1,1,1,0,2,0.0,0
770,1,1,1,0,1,1,1,0,3,0.5,0
771,0,1,1,0,1,1,0,0,2,0.0,0
772,1,1,1,0,0,1,1,0,2,0.5,0
773,0,1,1,0,1,1,1,0,2,0.0,17
774,1,1,1,0,0,1,1,0,2,0.5,5
775,1,1,1,0,1,1,1,0,3,0.5,0
776,0,1,1,0,0,1,0,0,2,0.0,0
777,0,1,1,0,0,1,1,0,2,0.0,0
778,1,1,1,0,1,1,0,0,2,0.5,0
779,1,1,1,0,0,1,1,0,2,0.5,0
780,0,1,1,0,1,1,0,0,2,0.0,0
781,0,1,1,0,1,1,0,0,2,0.0,0
782,0,1,1,1,1,1,1,1,3,0.5,3
783,1,1,1,1,0,1,1,1,3,1.0,0
784,0,1,1,0,1,1,0,0,2,0.0,0
785,1,1,1,0,1,1,0,0,2,0.5,0
786,1,1,1,0,0,1,1,0,2,0.5,8
787,1,0,1,0,1,1,0,0,1,0.5,9
788,1,0,1,0,1,1,0,0,1,0.5,7
789,0,1,1,0,0,1,1,0,2,0.0,5
790,0,1,1,0,1,1,1,0,2,0.0,9
791,1,1,1,0,1,1,1,0,2,0.5,7
792,1,1,1,0,1,1,0,0,2,0.5,15
793,1,1,1,0,1,1,0,0,2,0.5,6
794,1,1,1,0,0,1,1,0,2,0.5,5
795,1,1,1,0,0,1,1,0,2,0.5,0
796,1,1,1,0,0,1,0,0,2,0.5,0
797,1,1,1,0,0,1,1,0,2,0.5,4
798,1,1,1,0,0,1,1,0,2,0.5,0
799,0,1,1,0,1,1,0,0,2,0.0,0
800,1,1,1,0,0,1,1,0,2,0.5,0
801,1,1,1,0,0,1,0,0,2,0.5,0
802,1,1,1,0,0,1,1,0,2,0.5,0
803,1,1,1,0,0,1,0,0,2,0.5,0
804,0,1,1,0,0,1,0,0,2,0.0,0
805,1,1,1,0,0,1,0,0,2,0.5,0
806,1,1,1,0,1,1,1,0,2,0.5,0
807,1,1,1,0,0,1,1,0,2,0.5,0
808,1,1,1,0,0,1,1,0,2,0.5,0
809,1,1,1,0,0,1,1,0,2,0.5,0
810,1,1,1,0,0,1,0,0,2,0.5,0
811,1,1,1,0,1,1,0,0,2,0.5,0
812,1,1,1,0,1,1,0,0,2,0.5,0
813,1,1,1,1,0,1,1,1,3,1.0,0
814,1,1,1,0,0,1,1,0,2,0.5,0
815,0,1,1,0,1,1,0,0,2,0.0,0
816,0,1,1,0,1,1,0,0,2,0.0,12
817,1,1,1,0,0,1,0,0,2,0.5,0
818,0,1,1,0,1,1,1,0,2,0.0,21
819,1,1,1,0,0,1,1,0,2,0.5,0
820,1,1,1,0,0,1,1,0,2,0.5,0
821,1,1,1,0,1,1,0,0,2,0.5,0
822,1,1,1,0,0,1,0,0,2,0.5,0
823,1,1,1,0,0,1,1,0,2,0.5,0
824,1,1,1,0,1,1,0,0,2,0.5,0
825,1,1,1,0,0,1,1,0,2,0.5,0
826,1,1,1,0,0,1,1,0,2,0.5,0
827,1,1,1,0,0,1,0,0,2,0.5,0
828,0,0,1,0,1,1,0,0,1,0.0,0
829,1,1,1,1,0,1,1,1,3,1.0,0
830,1,1,1,1,0,1,1,1,3,1.0,0
831,0,0,1,0,1,1,0,0,1,0.0,0
832,1,1,1,0,0,1,0,0,2,0.5,0
833,1,1,1,1,0,1,1,1,3,1.0,0
834,1,1,1,0,0,1,1,0,2,0.5,0
835,1,1,1,0,0,1,1,0,2,0.5,0
836,0,0,1,0,1,1,0,0,1,0.0,0
837,0,0,1,0,1,1,0,0,1,0.0,0
838,1,1,1,0,0,1,0,0,2,0.5,0
839,1,1,1,0,0,1,1,0,2,0.5,0
840,1,1,1,1,0,1,1,1,3,1.0,0
841,1,1,1,0,0,1,0,0,2,0.5,0
842,0,0,1,0,1,1,0,0,1,0.0,0
843,1,1,1,0,0,1,0,0,2,0.5,0
844,1,1,1,0,0,1,0,0,2,0.5,0
845,1,1,1,0,0,1,1,0,2,0.5,0
846,1,1,1,1,0,1,1,1,3,1.0,0
847,1,1,1,0,0,1,1,0,2,0.5,0
848,1,1,1,0,0,1,1,0,2,0.5,0
849,0,0,1,0,1,1,0,0,1,0.0,0
850,1,1,1,0,0,1,0,0,2,0.5,0
851,1,1,1,0,0,1,1,0,2,0.5,0
852,1,1,1,0,0,1,0,0,2,0.5,0
853,1,1,1,1,0,1,1,1,3,1.0,0
855,0,0,1,0,1,1,0,0,1,0.0,0
856,0,0,1,0,1,1,0,0,1,0.0,0
857,1,1,1,0,0,1,0,0,2,0.5,0
858,1,1,1,0,0,1,1,0,2,0.5,0
859,1,1,1,1,0,1,1,1,3,1.0,0
860,0,0,1,0,0,1,1,0,1,0.0,0
861,1,1,1,0,1,1,0,0,2,0.5,13
862,1,1,1,0,1,1,0,0,2,0.5,7
863,1,1,1,0,1,1,1,0,2,0.5,0
864,0,1,1,0,1,1,1,0,2,0.0,9
865,0,1,0,0,1,1,0,0,1,0.0,4
866,0,1,0,0,1,1,0,0,1,0.0,4
867,0,1,0,0,1,1,1,0,1,0.0,16
868,0,1,0,0,1,1,0,0,1,0.0,1
869,0,1,1,0,1,1,1,0,2,0.0,9
870,0,1,1,0,1,1,1,0,2,0.0,18
871,0,1,0,0,1,1,0,0,1,0.0,7
872,0,1,0,0,1,1,0,0,1,0.0,13
873,1,1,1,0,1,1,1,0,2,0.5,0
874,0,0,1,0,0,1,1,0,1,0.0,0
875,1,0,0,0,1,1,0,0,0,0.5,5
876,0,1,1,0,1,1,1,0,2,0.0,0
877,1,1,1,0,1,1,1,0,2,0.5,4
878,0,0,0,0,1,1,0,0,0,0.0,2
879,1,0,0,0,1,1,0,0,0,0.5,5
880,1,1,0,0,0,1,0,0,1,0.5,0
881,1,1,1,1,0,1,1,1,3,1.0,0
882,0,0,0,0,1,1,0,0,0,0.0,0
883,1,1,1,0,0,1,1,0,3,0.5,0
884,1,1,0,0,0,1,0,0,1,0.5,0
885,0,1,0,0,1,1,0,0,1,0.0,0
886,1,1,1,0,1,1,1,0,2,0.5,4
887,1,1,1,1,0,1,1,1,3,1.0,0
888,1,1,0,0,0,1,1,0,1,0.5,0
889,0,1,1,0,1,1,1,0,2,0.0,11
890,0,1,0,0,1,1,0,0,1,0.0,0
891,1,1,1,0,0,1,1,0,2,0.5,0
892,0,1,1,0,1,1,1,0,2,0.0,0
893,0,1,0,0,1,1,0,0,1,0.0,0
894,1,1,0,0,1,1,0,0,1,0.5,4
895,1,1,0,0,0,1,1,0,1,0.5,4
896,1,1,0,0,0,1,0,0,1,0.5,0
897,1,1,1,0,0,1,1,0,2,0.5,0
898,0,1,0,0,1,1,0,0,2,0.0,0
899,1,1,0,0,1,1,0,0,1,0.5,0
900,1,1,0,0,1,1,1,0,1,0.5,0
901,0,1,0,1,1,1,1,0,2,0.5,7
902,1,1,0,0,0,1,0,0,1,0.5,14
903,1,1,0,0,0,1,1,0,1,0.5,12
904,1,1,0,0,1,1,1,0,2,0.5,12
905,1,1,0,0,1,1,0,0,1,0.5,15
906,0,1,0,0,1,1,0,0,1,0.0,11
907,1,1,1,1,0,1,1,1,3,1.0,22
908,1,1,0,0,1,1,0,0,1,0.5,0
909,1,1,0,0,0,1,1,0,1,0.5,0
910,1,1,0,0,0,1,0,0,1,0.5,0
911,1,1,1,0,0,1,1,0,2,0.5,0
912,1,1,0,0,0,1,1,0,1,0.5,0
913,0,1,0,0,1,0,0,0,1,0.0,0
914,1,1,0,0,1,0,0,0,1,0.5,0
915,0,1,1,0,1,1,1,0,2,0.0,6
916,1,1,0,0,0,0,0,0,1,0.5,0
917,1,1,1,0,1,1,1,0,2,0.5,0
918,1,1,1,0,1,1,1,0,2,0.5,0
919,0,1,0,0,1,1,0,0,1,0.0,0
920,0,1,0,0,1,0,0,0,1,0.0,0
921,1,1,0,0,0,1,1,0,1,0.5,0
922,1,1,0,0,1,0,0,0,1,0.5,13
923,0,1,0,0,1,0,0,0,2,0.0,0
924,1,1,0,0,1,1,1,0,1,0.5,21
925,0,1,0,1,1,1,1,0,2,0.5,7
926,1,1,0,0,1,0,0,0,1,0.5,0
927,0,1,1,0,1,1,1,0,2,0.0,6
928,0,1,0,0,1,0,0,0,1,0.0,0
929,1,1,0,0,0,1,1,0,1,0.5,0
930,1,1,1,0,1,1,1,0,2,0.5,11
931,0,1,1,0,1,1,1,0,2,0.0,0
932,1,1,0,0,1,0,0,0,1,0.5,0
933,1,1,0,0,0,0,0,0,1,0.5,0
934,0,1,0,0,1,0,0,0,1,0.0,3
935,0,1,1,0,0,1,1,0,2,0.0,4
936,0,1,1,0,0,1,1,0,2,0.0,5
937,0,1,0,0,1,0,0,0,1,0.0,4
938,0,1,0,0,1,0,0,0,1,0.0,0
939,1,1,0,0,1,0,0,0,1,0.5,0
940,0,1,1,0,1,1,1,0,2,0.0,4
941,1,1,0,0,0,1,1,0,1,0.5,0
942,1,0,0,0,0,0,0,0,0,0.5,0
943,1,1,1,0,1,1,1,0,2,0.5,0
944,1,1,0,0,0,0,0,0,1,0.5,0
945,1,1,0,0,0,1,1,0,1,0.5,4
946,1,1,1,0,0,1,1,0,2,0.5,5
947,1,1,0,0,0,0,0,0,1,0.5,0
948,0,1,0,0,0,0,0,0,1,0.0,0
949,1,1,1,0,0,1,1,0,2,0.5,0
950,1,1,1,0,0,1,1,0,2,0.5,0
951,1,1,0,0,0,0,0,0,1,0.5,0
952,1,1,1,0,1,1,1,0,2,0.5,0
953,0,1,0,0,0,0,0,0,1,0.0,0
954,1,1,1,0,0,1,1,0,2,0.5,0
955,1,1,0,0,0,1,1,0,1,0.5,0
956,1,1,1,0,0,1,1,0,2,0.5,0
957,1,1,0,0,0,0,0,0,1,0.5,0
958,1,1,0,0,0,0,0,0,1,0.5,0
959,1,1,1,0,0,1,1,0,2,0.5,0
960,1,1,1,0,0,1,1,0,2,0.5,0
961,1,1,0,0,0,0,0,0,1,0.5,0
962,1,1,0,0,0,0,0,0,1,0.5,0
963,1,1,1,0,0,1,1,0,2,0.5,0
964,1,1,0,0,0,1,1,0,1,0.5,5
965,1,1,0,0,0,1,1,0,1,0.5,7
966,1,1,1,0,0,1,0,0,2,0.5,0
967,0,1,0,0,1,0,0,0,1,0.0,6
968,0,1,1,0,1,1,1,0,2,0.0,3
969,0,1,0,0,1,0,0,0,1,0.0,0
970,1,1,0,0,0,0,0,0,1,0.5,0
971,1,1,1,0,1,1,1,0,2,0.5,0
972,1,1,0,0,0,0,0,0,1,0.5,0
973,1,1,1,0,1,0,0,0,2,0.5,0
974,1,1,1,0,0,1,1,0,2,0.5,0
975,1,1,0,0,0,1,1,0,1,0.5,0
976,0,1,0,0,1,0,0,0,2,0.0,0
977,0,1,0,0,1,0,0,0,1,0.0,0
978,1,1,1,0,0,1,1,0,2,0.5,0
979,1,1,0,0,0,1,1,0,1,0.5,0
980,1,1,1,0,0,1,1,0,2,0.5,0
981,0,1,0,0,1,0,0,0,1,0.0,11
982,1,1,1,0,1,1,1,0,2,0.5,0
983,1,1,1,0,1,0,0,0,2,0.5,0
984,1,1,0,0,0,1,0,0,1,0.5,0
985,0,1,0,0,1,0,0,0,1,0.0,0
986,0,1,0,1,1,1,1,0,2,0.5,0
987,1,1,1,0,0,1,1,0,2,0.5,0
988,0,1,0,0,1,0,0,0,1,0.0,3
989,1,1,0,0,0,0,0,0,1,0.5,0
990,0,1,0,0,1,1,0,0,1,0.0,4
991,1,1,1,0,0,1,1,0,2,0.5,0
992,1,1,1,1,0,1,1,1,3,1.0,0
993,0,1,0,0,1,0,0,0,2,0.0,0
994,1,1,1,0,1,0,0,0,2,0.5,0
995,1,1,1,0,0,1,1,0,2,0.5,0
996,0,1,0,0,1,0,0,0,1,0.0,0
997,1,1,1,0,0,1,1,0,2,0.5,0
998,1,1,0,0,0,0,0,0,1,0.5,0
999,1,1,1,0,0,1,1,0,2,0.5,0
1000,1,1,0,0,0,0,0,0,1,0.5,0
1001,0,1,1,0,0,0,1,0,2,0.0,0
1002,0,0,0,0,1,0,0,0,0,0.0,0
1003,1,1,1,1,0,1,1,1,3,1.0,0
1004,1,1,1,0,0,1,1,0,2,0.5,0
1005,1,1,1,1,0,1,1,1,3,1.0,0
1006,0,0,0,0,1,0,0,0,0,0.0,0
1007,1,1,0,0,0,0,0,0,1,0.5,0
1008,1,1,1,1,0,1,1,1,3,1.0,0
1009,1,1,0,0,0,0,0,0,1,0.5,0
1010,1,1,1,0,0,0,1,0,2,0.5,14
1011,0,1,0,0,0,0,0,0,1,0.0,0
1012,0,0,0,0,1,0,0,0,0,0.0,0
1013,1,1,1,1,0,1,1,1,3,1.0,0
1014,0,0,0,0,1,0,0,0,0,0.0,0
1015,1,1,1,1,0,1,1,1,3,1.0,0
1016,1,1,1,0,0,1,1,0,2,0.5,0
1017,0,1,0,0,0,0,0,0,1,0.0,0
1019,1,1,1,0,0,0,1,0,2,0.5,14
1020,1,1,1,0,0,1,1,0,2,0.5,0
1021,0,0,0,0,0,0,0,0,0,0.0,0
1022,1,1,0,0,0,0,0,0,1,0.5,0
1023,1,1,0,0,0,0,0,0,1,0.5,0
1024,1,1,1,1,0,1,1,1,3,1.0,0
1025,0,0,0,0,1,0,0,0,0,0.0,0
1026,1,1,1,0,0,1,1,0,2,0.5,0
1027,0,0,0,0,0,0,0,0,0,0.0,0
1028,1,1,0,0,0,0,0,0,1,0.5,0
1029,0,1,1,0,0,0,1,0,2,0.0,0
1030,1,1,1,0,0,1,1,0,2,0.5,0
1031,1,1,1,1,0,1,1,1,3,1.0,0
1032,1,1,1,1,0,1,1,1,3,1.0,0
1033,1,1,1,0,0,1,1,0,2,0.5,0
1034,0,0,0,0,1,0,0,0,0,0.0,0
1035,1,1,0,0,0,0,0,0,1,0.5,0
1036,0,0,0,0,1,0,0,0,0,0.0,0
1037,1,1,1,0,0,1,1,0,2,0.5,0
1038,1,1,1,0,0,1,1,0,2,0.5,16
1039,1,1,0,0,1,0,0,0,1,0.5,7
1040,0,1,0,0,1,1,1,0,1,0.0,16
1041,1,1,0,0,1,0,0,0,1,0.5,13
1042,0,1,0,0,1,1,1,0,1,0.0,16
1044,0,1,0,0,1,0,0,0,1,0.0,4
1045,1,1,1,0,0,1,1,0,2,0.5,16
1046,1,1,0,0,0,0,0,0,1,0.5,0
1047,1,1,1,0,0,1,1,0,2,0.5,0
1048,1,1,1,1,0,1,1,1,3,1.0,0
1049,0,1,1,0,0,0,0,0,2,0.0,0
1050,1,1,1,0,1,0,0,0,2,0.5,0
1051,0,1,1,0,1,0,0,0,2,0.0,0
1052,1,1,1,0,0,1,1,0,2,0.5,0
1053,1,1,1,0,0,0,1,0,2,0.5,0
1054,1,1,1,0,0,0,0,0,2,0.5,0
1055,1,1,1,0,1,0,0,0,2,0.5,15
1056,1,1,1,0,0,1,1,0,2,0.5,7
1057,1,1,1,0,0,1,1,0,2,0.5,0
1058,1,1,1,0,1,0,0,0,2,0.5,0
1059,0,1,1,1,1,1,1,1,3,0.5,0
1060,0,1,1,0,1,0,0,0,3,0.0,0
1061,1,1,1,0,1,1,1,0,2,0.5,0
1062,0,1,1,0,1,0,0,0,2,0.0,0
1063,0,1,1,0,1,1,1,0,2,0.0,0
1064,1,1,1,0,0,0,0,0,2,0.5,0
1065,0,1,1,0,1,1,1,0,2,0.0,0
1066,0,1,1,0,1,0,0,0,2,0.0,0
1067,1,1,1,0,1,1,1,0,2,0.5,0
1068,0,1,1,0,1,0,0,0,2,0.0,6
1069,1,1,1,0,0,1,1,0,2,0.5,0
1070,1,1,1,0,0,1,1,0,2,0.5,0
1071,1,1,1,1,0,1,1,1,3,1.0,0
1072,0,1,1,0,1,0,0,0,2,0.0,0
1073,1,1,1,0,0,0,0,0,2,0.5,0
1074,1,1,1,0,0,1,1,0,2,0.5,0
1075,1,1,1,0,0,0,0,0,2,0.5,0
1076,1,1,1,0,0,0,0,0,2,0.5,0
1077,0,1,1,0,1,1,1,0,2,0.0,0
1079,0,1,1,0,1,1,1,0,2,0.0,0
